C26.017;Abdominal Injuries;D000007
C12.777;Carcinoma, Renal Cell;D002292
C13.351;Carcinoma, Renal Cell;D002292
C04.557;Adenocarcinoma, Scirrhous;D002293
C04.557;Carcinoma, Squamous Cell;D002294
C04.557;Carcinoma, Transitional Cell;D002295
C04.557;Carcinosarcoma;D002296
C14.280;Cardiac Output, Low;D002303
C14.280;Cardiac Tamponade;D002305
C14.280;Cardiomyopathy, Alcoholic;D002310
C25.100;Cardiomyopathy, Alcoholic;D002310
C14.280;Cardiomyopathy, Dilated;D002311
C14.280;Cardiomyopathy, Hypertrophic;D002312
C14.280;Cardiomyopathy, Restrictive;D002313
C10.228;Carotid Artery Diseases;D002340
C14.907;Carotid Artery Diseases;D002340
C10.228;Carotid Artery Thrombosis;D002341
C14.907;Carotid Artery Thrombosis;D002341
C04.557;Carotid Body Tumor;D002345
C10.668;Carpal Tunnel Syndrome;D002349
C26.844;Carpal Tunnel Syndrome;D002349
C05.182;Cartilage Diseases;D002357
C17.300;Cartilage Diseases;D002357
C01.252;Cat-Scratch Disease;D002372
C15.604;Cat-Scratch Disease;D002372
C10.597;Catalepsy;D002375
C10.886;Cataplexy;D002385
C11.510;Cataract;D002386
C10.597;Catatonia;D002389
C10.177;Causalgia;D002422
C10.668;Causalgia;D002422
C06.405;Cecal Diseases;D002429
C04.588;Cecal Neoplasms;D002430
C06.301;Cecal Neoplasms;D002430
C06.405;Cecal Neoplasms;D002430
C06.405;Celiac Disease;D002446
C18.452;Celiac Disease;D002446
C04.697;Cell Transformation, Neoplastic;D002471
C04.697;Cell Transformation, Viral;D002472
C01.539;Cellulitis;D002481
C17.300;Cellulitis;D002481
C04.557;Cementoma;D002485
C10.228;Central Nervous System Diseases;D002493
C01.395;Central Nervous System Infections;D002494
C10.228;Central Nervous System Infections;D002494
C10.228;Cerebellar Ataxia;D002524
C10.597;Cerebellar Ataxia;D002524
C10.228;Cerebellar Diseases;D002526
C10.228;Myoclonic Cerebellar Dyssynergia;D002527
C10.574;Myoclonic Cerebellar Dyssynergia;D002527
C16.320;Myoclonic Cerebellar Dyssynergia;D002527
C04.588;Cerebellar Neoplasms;D002528
C10.228;Cerebellar Neoplasms;D002528
C10.551;Cerebellar Neoplasms;D002528
C10.228;Intracranial Aneurysm;D002532
C14.907;Intracranial Aneurysm;D002532
C10.228;Hypoxia, Brain;D002534
C10.228;Intracranial Arteriosclerosis;D002537
C14.907;Intracranial Arteriosclerosis;D002537
C10.228;Intracranial Arteriovenous Malformations;D002538
C10.500;Intracranial Arteriovenous Malformations;D002538
C14.240;Intracranial Arteriovenous Malformations;D002538
C14.907;Intracranial Arteriovenous Malformations;D002538
C16.131;Intracranial Arteriovenous Malformations;D002538
C10.228;Cerebral Arterial Diseases;D002539
C14.907;Cerebral Arterial Diseases;D002539
C10.228;Intracranial Embolism and Thrombosis;D002542
C14.907;Intracranial Embolism and Thrombosis;D002542
C10.228;Cerebral Hemorrhage;D002543
C14.907;Cerebral Hemorrhage;D002543
C10.228;Cerebral Infarction;D002544
C14.907;Cerebral Infarction;D002544
C10.228;Brain Ischemia;D002545
C14.907;Brain Ischemia;D002545
C10.228;Ischemic Attack, Transient;D002546
C14.907;Ischemic Attack, Transient;D002546
C10.228;Cerebral Palsy;D002547
C10.114;Diffuse Cerebral Sclerosis of Schilder;D002549
C10.228;Diffuse Cerebral Sclerosis of Schilder;D002549
C10.314;Diffuse Cerebral Sclerosis of Schilder;D002549
C20.111;Diffuse Cerebral Sclerosis of Schilder;D002549
C04.588;Cerebral Ventricle Neoplasms;D002551
C10.228;Cerebral Ventricle Neoplasms;D002551
C10.551;Cerebral Ventricle Neoplasms;D002551
C10.597;Cerebrospinal Fluid Otorrhea;D002558
C10.900;Cerebrospinal Fluid Otorrhea;D002558
C26.260;Cerebrospinal Fluid Otorrhea;D002558
C26.915;Cerebrospinal Fluid Otorrhea;D002558
C10.597;Cerebrospinal Fluid Rhinorrhea;D002559
C10.900;Cerebrospinal Fluid Rhinorrhea;D002559
C26.260;Cerebrospinal Fluid Rhinorrhea;D002559
C26.915;Cerebrospinal Fluid Rhinorrhea;D002559
C10.228;Cerebrovascular Disorders;D002561
C14.907;Cerebrovascular Disorders;D002561
C10.668;Cervical Rib Syndrome;D002573
C14.907;Cervical Rib Syndrome;D002573
C16.131;Cervical Rib Syndrome;D002573
C13.351;Uterine Cervicitis;D002575
C13.351;Uterine Cervical Diseases;D002577
C04.834;Uterine Cervical Dysplasia;D002578
C13.351;Uterine Cervical Dysplasia;D002578
C13.351;Uterine Cervical Erosion;D002579
C13.351;Uterine Cervical Incompetence;D002581
C13.703;Uterine Cervical Incompetence;D002581
C04.588;Uterine Cervical Neoplasms;D002583
C13.351;Uterine Cervical Neoplasms;D002583
C03.335;Cestode Infections;D002590
C03.752;Chagas Cardiomyopathy;D002598
C14.280;Chagas Cardiomyopathy;D002598
C01.252;Chancre;D002601
C01.252;Chancroid;D002602
C01.539;Chancroid;D002602
C12.294;Chancroid;D002602
C13.351;Chancroid;D002602
C10.500;Charcot-Marie-Tooth Disease;D002607
C10.574;Charcot-Marie-Tooth Disease;D002607
C10.668;Charcot-Marie-Tooth Disease;D002607
C16.131;Charcot-Marie-Tooth Disease;D002607
C16.320;Charcot-Marie-Tooth Disease;D002607
C15.378;Chediak-Higashi Syndrome;D002609
C20.673;Chediak-Higashi Syndrome;D002609
C07.465;Cheilitis;D002613
C05.116;Cherubism;D002636
C05.500;Cherubism;D002636
C07.320;Cherubism;D002636
C16.131;Cherubism;D002636
C16.320;Cherubism;D002636
C08.618;Cheyne-Stokes Respiration;D002639
C13.703;Chiari-Frommel Syndrome;D002640
C17.800;Chiari-Frommel Syndrome;D002640
C02.256;Chickenpox;D002644
C26.417;Chilblains;D002647
C01.252;Chlamydia Infections;D002690
C01.539;Chlamydia Infections;D002690
C12.294;Chlamydia Infections;D002690
C13.351;Chlamydia Infections;D002690
C01.252;Chlamydiaceae Infections;D002694
C08.460;Choanal Atresia;D002754
C08.695;Choanal Atresia;D002754
C09.603;Choanal Atresia;D002754
C16.131;Choanal Atresia;D002754
C04.557;Adenoma, Bile Duct;D002759
C06.130;Cholangitis;D002761
C06.130;Cholecystitis;D002764
C06.130;Cholelithiasis;D002769
C01.252;Cholera;D002771
C06.130;Cholestasis;D002779
C06.130;Cholestasis, Intrahepatic;D002780
C06.552;Cholestasis, Intrahepatic;D002780
C17.800;Cholesteatoma;D002781
C18.654;Choline Deficiency;D002796
C04.557;Chondroblastoma;D002804
C05.550;Chondrocalcinosis;D002805
C05.116;Chondrodysplasia Punctata;D002806
C04.557;Chondroma;D002812
C04.557;Chondrosarcoma;D002813
C04.557;Chordoma;D002817
C10.228;Chorea;D002819
C10.597;Chorea;D002819
C04.557;Hydatidiform Mole, Invasive;D002820
C04.850;Hydatidiform Mole, Invasive;D002820
C13.703;Hydatidiform Mole, Invasive;D002820
C13.703;Chorioamnionitis;D002821
C16.300;Chorioamnionitis;D002821
C04.557;Choriocarcinoma;D002822
C04.850;Choriocarcinoma;D002822
C13.703;Choriocarcinoma;D002822
C11.768;Chorioretinitis;D002825
C11.941;Chorioretinitis;D002825
C04.588;Choroid Neoplasms;D002830
C11.319;Choroid Neoplasms;D002830
C11.941;Choroid Neoplasms;D002830
C11.290;Choroid Hemorrhage;D002832
C11.941;Choroid Hemorrhage;D002832
C11.941;Choroiditis;D002833
C15.378;Hemophilia B;D002836
C16.320;Hemophilia B;D002836
C01.539;Chromoblastomycosis;D002862
C01.703;Chromoblastomycosis;D002862
C17.800;Chromoblastomycosis;D002862
C06.844;Chylous Ascites;D002915
C08.528;Chylothorax;D002916
C08.200;Ciliary Motility Disorders;D002925
C09.150;Ciliary Motility Disorders;D002925
C07.465;Cleft Lip;D002971
C07.650;Cleft Lip;D002971
C16.131;Cleft Lip;D002971
C05.500;Cleft Palate;D002972
C05.660;Cleft Palate;D002972
C07.320;Cleft Palate;D002972
C07.465;Cleft Palate;D002972
C07.650;Cleft Palate;D002972
C16.131;Cleft Palate;D002972
C05.116;Cleidocranial Dysplasia;D002973
C05.660;Cleidocranial Dysplasia;D002973
C16.131;Cleidocranial Dysplasia;D002973
C03.335;Clonorchiasis;D003003
C01.252;Clostridium Infections;D003015
C05.330;Clubfoot;D003025
C05.660;Clubfoot;D003025
C16.131;Clubfoot;D003025
C10.228;Cluster Headache;D003027
C04.697;Cocarcinogenesis;D003043
C01.703;Coccidioidomycosis;D003047
C03.752;Coccidiosis;D003048
C05.116;Cockayne Syndrome;D003057
C10.574;Cockayne Syndrome;D003057
C16.131;Cockayne Syndrome;D003057
C16.320;Cockayne Syndrome;D003057
C18.452;Cockayne Syndrome;D003057
C04.588;Solitary Pulmonary Nodule;D003074
C08.381;Solitary Pulmonary Nodule;D003074
C08.785;Solitary Pulmonary Nodule;D003074
C06.405;Colitis;D003092
C06.405;Colitis, Ulcerative;D003093
C17.300;Collagen Diseases;D003095
C26.404;Colles' Fracture;D003100
C11.250;Coloboma;D003103
C16.131;Coloboma;D003103
C06.405;Colonic Diseases;D003108
C06.405;Colonic Diseases, Functional;D003109
C04.588;Colonic Neoplasms;D003110
C06.301;Colonic Neoplasms;D003110
C06.405;Colonic Neoplasms;D003110
C06.405;Colonic Pseudo-Obstruction;D003112
C10.597;Color Vision Defects;D003117
C11.966;Color Vision Defects;D003117
C02.081;Colorado Tick Fever;D003121
C02.782;Colorado Tick Fever;D003121
C04.588;Colorectal Neoplasms, Hereditary Nonpolyposis;D003123
C04.700;Colorectal Neoplasms, Hereditary Nonpolyposis;D003123
C06.301;Colorectal Neoplasms, Hereditary Nonpolyposis;D003123
C06.405;Colorectal Neoplasms, Hereditary Nonpolyposis;D003123
C16.320;Colorectal Neoplasms, Hereditary Nonpolyposis;D003123
C18.452;Colorectal Neoplasms, Hereditary Nonpolyposis;D003123
C10.597;Coma;D003128
C06.130;Common Bile Duct Diseases;D003137
C04.588;Common Bile Duct Neoplasms;D003138
C06.130;Common Bile Duct Neoplasms;D003138
C06.301;Common Bile Duct Neoplasms;D003138
C02.782;Common Cold;D003139
C08.730;Common Cold;D003139
C01.539;Communicable Diseases;D003141
C10.597;Communication Disorders;D003147
C05.651;Compartment Syndromes;D003161
C14.907;Compartment Syndromes;D003161
C02.256;Condylomata Acuminata;D003218
C02.800;Condylomata Acuminata;D003218
C02.825;Condylomata Acuminata;D003218
C02.928;Condylomata Acuminata;D003218
C17.800;Condylomata Acuminata;D003218
C10.597;Confusion;D003221
C11.187;Conjunctival Diseases;D003229
C04.588;Conjunctival Neoplasms;D003230
C11.187;Conjunctival Neoplasms;D003230
C11.319;Conjunctival Neoplasms;D003230
C11.187;Conjunctivitis;D003231
C02.325;Conjunctivitis, Acute Hemorrhagic;D003232
C02.782;Conjunctivitis, Acute Hemorrhagic;D003232
C11.187;Conjunctivitis, Acute Hemorrhagic;D003232
C11.294;Conjunctivitis, Acute Hemorrhagic;D003232
C11.187;Conjunctivitis, Allergic;D003233
C20.543;Conjunctivitis, Allergic;D003233
C01.252;Conjunctivitis, Bacterial;D003234
C01.539;Conjunctivitis, Bacterial;D003234
C11.187;Conjunctivitis, Bacterial;D003234
C11.294;Conjunctivitis, Bacterial;D003234
C01.252;Conjunctivitis, Inclusion;D003235
C01.539;Conjunctivitis, Inclusion;D003235
C11.187;Conjunctivitis, Inclusion;D003235
C11.294;Conjunctivitis, Inclusion;D003235
C02.325;Conjunctivitis, Viral;D003236
C11.187;Conjunctivitis, Viral;D003236
C11.294;Conjunctivitis, Viral;D003236
C17.300;Connective Tissue Diseases;D003240
C10.597;Consciousness Disorders;D003244
C05.550;Contracture;D003286
C05.651;Contracture;D003286
C26.248;Contusions;D003288
C26.974;Contusions;D003288
C10.228;Seizures, Febrile;D003294
C14.240;Cor Triatriatum;D003310
C14.280;Cor Triatriatum;D003310
C16.131;Cor Triatriatum;D003310
C11.204;Corneal Diseases;D003316
C11.204;Corneal Dystrophies, Hereditary;D003317
C11.270;Corneal Dystrophies, Hereditary;D003317
C16.320;Corneal Dystrophies, Hereditary;D003317
C11.204;Corneal Opacity;D003318
C01.539;Corneal Ulcer;D003320
C11.204;Corneal Ulcer;D003320
C11.294;Corneal Ulcer;D003320
C14.280;Coronary Aneurysm;D003323
C14.907;Coronary Aneurysm;D003323
C14.280;Coronary Artery Disease;D003324
C14.907;Coronary Artery Disease;D003324
C14.280;Coronary Disease;D003327
C14.907;Coronary Disease;D003327
C14.280;Coronary Thrombosis;D003328
C14.907;Coronary Thrombosis;D003328
C14.280;Coronary Vasospasm;D003329
C14.907;Coronary Vasospasm;D003329
C14.240;Coronary Vessel Anomalies;D003330
C14.280;Coronary Vessel Anomalies;D003330
C16.131;Coronary Vessel Anomalies;D003330
C02.782;Coronaviridae Infections;D003333
C01.252;Corynebacterium Infections;D003354
C08.618;Cough;D003371
C02.782;Coxsackievirus Infections;D003384
C07.793;Cracked Tooth Syndrome;D003387
C26.900;Cracked Tooth Syndrome;D003387
C10.292;Cranial Nerve Diseases;D003389
C04.588;Cranial Nerve Neoplasms;D003390
C10.292;Cranial Nerve Neoplasms;D003390
C10.551;Cranial Nerve Neoplasms;D003390
C05.116;Craniofacial Dysostosis;D003394
C05.660;Craniofacial Dysostosis;D003394
C16.131;Craniofacial Dysostosis;D003394
C04.557;Craniopharyngioma;D003397
C05.116;Craniosynostoses;D003398
C05.660;Craniosynostoses;D003398
C16.131;Craniosynostoses;D003398
C05.116;Congenital Hypothyroidism;D003409
C16.320;Congenital Hypothyroidism;D003409
C19.297;Congenital Hypothyroidism;D003409
C19.874;Congenital Hypothyroidism;D003409
C10.597;Cri-du-Chat Syndrome;D003410
C16.131;Cri-du-Chat Syndrome;D003410
C16.320;Cri-du-Chat Syndrome;D003410
C16.320;Crigler-Najjar Syndrome;D003414
C18.452;Crigler-Najjar Syndrome;D003414
C14.240;Crisscross Heart;D003420
C14.280;Crisscross Heart;D003420
C16.131;Crisscross Heart;D003420
C06.405;Crohn Disease;D003424
C01.539;Cross Infection;D003428
C08.360;Croup;D003440
C09.400;Croup;D003440
C26.797;Crush Syndrome;D003444
C14.907;Cryoglobulinemia;D003449
C15.378;Cryoglobulinemia;D003449
C20.683;Cryoglobulinemia;D003449
C01.703;Cryptococcosis;D003453
C12.294;Cryptorchidism;D003456
C12.706;Cryptorchidism;D003456
C16.131;Cryptorchidism;D003456
C19.391;Cryptorchidism;D003456
C03.432;Cryptosporidiosis;D003457
C03.701;Cryptosporidiosis;D003457
C03.752;Cryptosporidiosis;D003457
C06.405;Cryptosporidiosis;D003457
C19.053;Cushing Syndrome;D003480
C16.320;Cutis Laxa;D003483
C17.300;Cutis Laxa;D003483
C17.800;Cutis Laxa;D003483
C04.557;Carcinoma, Adenoid Cystic;D003528
C04.557;Cystadenocarcinoma;D003536
C04.557;Cystadenoma;D003537
C06.689;Cystic Fibrosis;D003550
C08.381;Cystic Fibrosis;D003550
C16.320;Cystic Fibrosis;D003550
C16.614;Cystic Fibrosis;D003550
C03.335;Cysticercosis;D003551
C16.320;Cystinosis;D003554
C18.452;Cystinosis;D003554
C12.777;Cystinuria;D003555
C13.351;Cystinuria;D003555
C16.320;Cystinuria;D003555
C18.452;Cystinuria;D003555
C12.777;Cystitis;D003556
C13.351;Cystitis;D003556
C04.557;Phyllodes Tumor;D003557
C04.182;Cysts;D003560
C02.256;Cytomegalovirus Infections;D003586
C11.496;Dacryocystitis;D003607
C10.228;Dandy-Walker Syndrome;D003616
C10.500;Dandy-Walker Syndrome;D003616
C16.131;Dandy-Walker Syndrome;D003616
C10.597;De Lange Syndrome;D003635
C16.131;De Lange Syndrome;D003635
C16.320;De Lange Syndrome;D003635
C09.218;Deafness;D003638
C10.597;Deafness;D003638
C09.218;Hearing Loss, Sudden;D003639
C10.597;Hearing Loss, Sudden;D003639
C05.116;Decalcification, Pathologic;D003649
C18.452;Decalcification, Pathologic;D003649
C10.597;Decerebrate State;D003655
C26.120;Decompression Sickness;D003665
C17.800;Pressure Ulcer;D003668
C18.654;Deficiency Diseases;D003677
C06.405;Deglutition Disorders;D003680
C09.775;Deglutition Disorders;D003680
C18.452;Dehydration;D003681
C10.597;Delirium;D003693
C02.440;Hepatitis D;D003699
C02.782;Hepatitis D;D003699
C06.552;Hepatitis D;D003699
C10.228;Dementia;D003704
C10.314;Demyelinating Diseases;D003711
C02.081;Dengue;D003715
C02.782;Dengue;D003715
C07.650;Dens in Dente;D003719
C07.793;Dens in Dente;D003719
C16.131;Dens in Dente;D003719
C07.793;Dental Calculus;D003728
C07.793;Dental Caries;D003731
C07.793;Dental Deposits;D003741
C07.650;Dental Enamel Hypoplasia;D003744
C07.793;Dental Enamel Hypoplasia;D003744
C16.131;Dental Enamel Hypoplasia;D003744
C07.793;Dental Fissures;D003750
C07.465;Dental Fistula;D003751
C07.793;Dental Leakage;D003763
C07.793;Dental Occlusion, Traumatic;D003769
C07.793;Dental Plaque;D003773
C07.793;Dental Pulp Calcification;D003784
C07.793;Dental Pulp Diseases;D003788
C07.793;Dental Pulp Exposure;D003789
C07.793;Dental Pulp Necrosis;D003790
C04.182;Dentigerous Cyst;D003803
C05.500;Dentigerous Cyst;D003803
C07.320;Dentigerous Cyst;D003803
C07.650;Dentin Dysplasia;D003805
C07.793;Dentin Dysplasia;D003805
C16.131;Dentin Dysplasia;D003805
C07.793;Dentin Sensitivity;D003807
C07.793;Dentin, Secondary;D003809
C07.650;Dentinogenesis Imperfecta;D003811
C07.793;Dentinogenesis Imperfecta;D003811
C16.131;Dentinogenesis Imperfecta;D003811
C17.800;Dermatitis;D003872
C17.800;Dermatitis, Exfoliative;D003873
C17.800;Dermatitis Herpetiformis;D003874
C20.111;Dermatitis Herpetiformis;D003874
C17.800;Drug Eruptions;D003875
C20.543;Drug Eruptions;D003875
C25.723;Drug Eruptions;D003875
C16.320;Dermatitis, Atopic;D003876
C17.800;Dermatitis, Atopic;D003876
C20.543;Dermatitis, Atopic;D003876
C17.800;Dermatitis, Contact;D003877
C01.539;Dermatomycoses;D003881
C01.703;Dermatomycoses;D003881
C17.800;Dermatomycoses;D003881
C05.651;Dermatomyositis;D003882
C10.668;Dermatomyositis;D003882
C17.300;Dermatomyositis;D003882
C17.800;Dermatomyositis;D003882
C04.182;Dermoid Cyst;D003884
C04.557;Dermoid Cyst;D003884
C14.240;Dextrocardia;D003914
C14.280;Dextrocardia;D003914
C16.131;Dextrocardia;D003914
C12.777;Diabetes Insipidus;D003919
C13.351;Diabetes Insipidus;D003919
C19.700;Diabetes Insipidus;D003919
C18.452;Diabetes Mellitus;D003920
C19.246;Diabetes Mellitus;D003920
C18.452;Diabetes Mellitus, Experimental;D003921
C19.246;Diabetes Mellitus, Experimental;D003921
C18.452;Diabetes Mellitus, Type 1;D003922
C19.246;Diabetes Mellitus, Type 1;D003922
C20.111;Diabetes Mellitus, Type 1;D003922
C18.452;Diabetes Mellitus, Lipoatrophic;D003923
C19.246;Diabetes Mellitus, Lipoatrophic;D003923
C18.452;Diabetes Mellitus, Type 2;D003924
C19.246;Diabetes Mellitus, Type 2;D003924
C14.907;Diabetic Angiopathies;D003925
C19.246;Diabetic Angiopathies;D003925
C19.246;Diabetic Coma;D003926
C12.777;Diabetic Nephropathies;D003928
C13.351;Diabetic Nephropathies;D003928
C19.246;Diabetic Nephropathies;D003928
C10.668;Diabetic Neuropathies;D003929
C19.246;Diabetic Neuropathies;D003929
C11.768;Diabetic Retinopathy;D003930
C14.907;Diabetic Retinopathy;D003930
C19.246;Diabetic Retinopathy;D003930
C17.800;Diaper Rash;D003963
C06.198;Diaphragmatic Eventration;D003965
C16.131;Diaphragmatic Eventration;D003965
C05.116;Camurati-Engelmann Syndrome;D003966
C16.320;Camurati-Engelmann Syndrome;D003966
C04.557;Vipoma;D003969
C04.588;Vipoma;D003969
C06.301;Vipoma;D003969
C06.689;Vipoma;D003969
C19.344;Vipoma;D003969
C07.793;Diastema;D003970
C03.335;Dicrocoeliasis;D004011
C03.335;Dictyocaulus Infections;D004022
C03.701;Dictyocaulus Infections;D004022
C03.432;Dientamoebiasis;D004030
C03.752;Dientamoebiasis;D004030
C06.405;Dientamoebiasis;D004030
C05.116;Hyperostosis, Diffuse Idiopathic Skeletal;D004057
C05.660;DiGeorge Syndrome;D004062
C14.240;DiGeorge Syndrome;D004062
C14.280;DiGeorge Syndrome;D004062
C15.604;DiGeorge Syndrome;D004062
C16.131;DiGeorge Syndrome;D004062
C16.320;DiGeorge Syndrome;D004062
C19.642;DiGeorge Syndrome;D004062
C06.198;Digestive System Abnormalities;D004065
C16.131;Digestive System Abnormalities;D004065
C04.588;Digestive System Neoplasms;D004067
C06.301;Digestive System Neoplasms;D004067
C03.335;Dipetalonema Infections;D004154
C01.252;Diphtheria;D004165
C03.335;Diphyllobothriasis;D004169
C10.597;Diplopia;D004172
C11.966;Diplopia;D004172
C03.335;Dirofilariasis;D004184
C03.701;Dirofilariasis;D004184
C26.289;Dislocations;D004204
C15.378;Disseminated Intravascular Coagulation;D004211
C02.782;Distemper;D004216
C01.539;Diverticulitis;D004238
C06.405;Diverticulitis;D004238
C06.405;Diverticulitis, Colonic;D004239
C10.597;Dizziness;D004244
C02.256;DNA Virus Infections;D004266
C14.240;Double Outlet Right Ventricle;D004310
C14.280;Double Outlet Right Ventricle;D004310
C16.131;Double Outlet Right Ventricle;D004310
C03.701;Dourine;D004313
C03.752;Dourine;D004313
C10.597;Down Syndrome;D004314
C16.131;Down Syndrome;D004314
C16.320;Down Syndrome;D004314
C03.335;Dracunculiasis;D004320
C26.304;Drowning;D004332
C20.543;Drug Hypersensitivity;D004342
C25.723;Drug Toxicity;D004362
C07.465;Dry Socket;D004368
C10.292;Duane Retraction Syndrome;D004370
C11.270;Duane Retraction Syndrome;D004370
C11.590;Duane Retraction Syndrome;D004370
C16.320;Duane Retraction Syndrome;D004370
C14.240;Ductus Arteriosus, Patent;D004374
C14.280;Ductus Arteriosus, Patent;D004374
C16.131;Ductus Arteriosus, Patent;D004374
C06.405;Dumping Syndrome;D004377
C06.405;Duodenal Diseases;D004378
C04.588;Duodenal Neoplasms;D004379
C06.301;Duodenal Neoplasms;D004379
C06.405;Duodenal Neoplasms;D004379
C06.405;Duodenal Obstruction;D004380
C06.405;Duodenal Ulcer;D004381
C06.405;Duodenitis;D004382
C06.405;Duodenogastric Reflux;D004383
C05.651;Dupuytren Contracture;D004387
C17.300;Dupuytren Contracture;D004387
C05.116;Dwarfism;D004392
C16.320;Dwarfism;D004392
C19.297;Dwarfism;D004392
C05.116;Dwarfism, Pituitary;D004393
C10.228;Dwarfism, Pituitary;D004393
C19.297;Dwarfism, Pituitary;D004393
C19.700;Dwarfism, Pituitary;D004393
C10.597;Dysarthria;D004401
C10.114;Dysautonomia, Familial;D004402
C10.177;Dysautonomia, Familial;D004402
C10.314;Dysautonomia, Familial;D004402
C10.500;Dysautonomia, Familial;D004402
C10.574;Dysautonomia, Familial;D004402
C10.668;Dysautonomia, Familial;D004402
